,S1,S2,S3,S4,S5,S6,S7,S8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8
0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1,98.35585040649836,98.30764106319769,95.630621431911,98.29698843524989,98.47400781634865,95.6630693283438,98.34229246496531,98.41683696149173,100.08660476213984,99.68523212405884,100.18285107509163,99.51927275620449,99.5880784596594,100.20699906897354,99.67442750330751,100.13147806534306,95.8546522099656,95.57120191404208,94.08575956888477,93.95648477651535,94.1406235106772,94.0588652436376,95.78695942355944,94.33143029599961
2,96.76630465998392,97.78565527806835,95.21131656369577,97.87619057997415,96.91078487076773,95.29942609184843,97.86236276379671,96.85088092492636,100.59582766628576,99.61451350061563,100.71931721026209,99.34267946473268,99.44119960160371,100.81002773914308,99.46300573612965,100.59466850826608,87.50010465517288,86.5176504572007,88.8617461208574,89.20595204656034,89.25548787988521,89.20319996589865,86.87375041553378,89.64476477762844
3,99.49820132819092,97.76293189751655,95.83152536174327,97.9794821073111,99.99284678981485,95.8902705485034,97.89072145365897,99.52348803936012,100.68719750360992,99.42527492348869,100.86601590822876,99.05733865631169,99.18749876899707,101.02847214706694,99.22004555217562,100.63917472793945,84.50088488651024,83.30674133773438,86.18313694684281,86.61710709991638,86.64390451661129,86.5125922179615,83.78830611664758,87.06835674525635
4,96.25922128598579,92.94200978702295,94.27293180276787,92.95801136158087,96.46951711654437,94.31857687007957,93.00705220858806,96.27806419443979,101.93963764579844,100.09982672927491,102.15380393446188,99.65201309375743,99.88824015625269,102.54191018716465,99.84307202938642,101.82348422595919,79.9747081983806,78.43428229585906,80.58596729345206,81.40490246600345,81.48411721979808,81.13194520388393,79.15768218785679,81.77822617102602
5,97.75452254921387,93.69244158202822,96.2692608485166,93.82412008196724,98.19987586712713,96.34713263902056,93.89170653559192,97.65663869261611,101.6435231673386,99.08280215906423,101.88797897037578,98.53278420666194,98.84065603849966,102.37266894977108,98.77671994037249,101.4079972443945,77.08852547654517,75.57275701116481,78.93498578818033,80.06024957114461,80.08100074723086,79.59534641834466,76.14213690928797,80.29322441733315
6,95.14099579832836,88.91807856830253,94.85210163156704,88.89195216490835,95.54115443596196,94.90095305543615,89.2697110275371,94.97735097905766,102.30045317125841,100.27473089166273,102.5533676844307,99.60657745389837,100.04302738484394,103.11611276909649,99.85561767530052,101.99866535247222,73.49863726435333,71.99445392686577,73.4883164116999,74.90316933925062,74.9151527011815,74.34087846354869,72.25232152792026,74.85268218037315
7,100.38802328074169,93.96889369248737,97.56741868922168,94.19193921141122,101.12635244800823,97.83446729730257,94.46312525275827,100.009351377158,102.75721921736351,100.51788038171586,102.99471815774379,99.9586349586675,100.4094771113817,103.58336042236056,100.10719287602156,102.29417175548973,73.52944360867009,72.00044354759457,75.41965025137101,76.96169304079606,76.95594500294042,76.28874442881995,72.20168232986151,76.83270067559927
8,101.45514177688223,93.54440376036808,99.37224871274329,93.64952725483073,102.3306015761756,99.82292448353607,94.16758550321629,101.04850479322512,102.41229869507704,100.40384110234379,102.63354109322916,100.00654592157429,100.34454959763822,103.15934644970156,100.04353744497058,101.73020226477145,77.10189668272142,75.30356797441,79.1960028988025,80.17669884145256,80.36849757757702,79.67079274518362,75.88728555575862,80.51755171300422
9,102.81236869250978,95.1361367980316,98.21473335603609,95.2855875698507,103.76961941678893,98.81458051167156,96.02003746995977,102.37406908222158,101.7520384760416,98.77187388668906,101.95593069968258,98.40083581003272,98.7002127502956,102.42666294396109,98.47939913297677,100.96804604557758,82.50988152778447,80.20845918378478,84.45133891636281,84.91904972218931,85.41797678259745,84.84167672785753,81.36284245656353,85.68225325388366
10,99.66467565195978,91.42397828829365,94.79238168609434,91.45881429974935,100.45705191389112,95.49546103640776,92.36848204130594,99.57238756045828,102.81210686961106,99.254665424986,103.12017243722677,98.85627477184951,99.29199748582941,103.51549473740242,98.93861639399091,102.00440037364838,79.91717674640975,77.83620890457225,80.10479061417726,80.84947938000455,81.24466944824637,80.55604142879149,78.6086729082278,81.23554071955877
11,103.297232375555,95.59679074853932,98.16711109632307,95.6098979901458,104.43642514691663,98.96194529397269,96.58095918465763,102.8105580631557,102.43795326517231,98.78792042506336,102.77949374818516,98.3892818577738,98.80032022570968,102.96085850358955,98.49778844613869,101.51478220474009,78.6813319581613,76.7184224120912,78.1670333736581,78.84404499879383,79.31788973245573,78.54700557799785,77.44780842865501,79.22356824399333
12,101.96244523747214,95.1796891040803,95.34266465346435,95.08696140108972,103.04733372866328,96.09327344238292,96.1968141218878,101.68141950058687,103.92202493427489,99.97068856639649,104.44583749330296,99.54240381043026,100.08953937656479,104.5624942190663,99.61735809865309,103.02481161277474,78.76690543424206,76.71497692398798,79.2373459209313,80.32955589961087,80.59101461506691,79.81008483338236,77.46109432807347,80.4882455840815
13,104.47515291909029,96.12570316959184,96.41742129626873,95.855157770622,105.6577884881603,97.41134525997214,97.1773728638992,104.05179766995592,104.57513637280199,100.96380485096192,105.17051591340427,100.50819588488079,101.07954236123304,105.1459618233206,100.61309422092151,103.67936130533032,78.1294251240192,76.08074250780457,78.11311708501478,79.40520381659519,79.50027180281306,78.69203297574109,76.794270989387,79.33784512636166
14,106.532766420009,98.08999433369812,98.48325796842344,97.84054220975031,107.85588913682287,99.82680802284507,99.39517105052448,105.83637920478635,103.88922249480402,100.04937886839022,104.4954794504479,99.52434561534399,100.04144774110577,104.27682862170559,99.65337208776151,102.9292038992295,80.8911436607432,78.59614251657369,81.99923366371388,82.64639803805984,83.25220992342834,82.28974078480219,79.38507117533156,83.01155384663637
15,106.08891872344549,98.07302679072542,97.46176889933709,97.75197181034821,107.45724076041695,98.91388022245356,99.27479085770786,105.51053008917194,103.25325698517456,99.96529479562416,104.04254448974295,99.34085339213541,99.9852684577494,103.63430731789991,99.52017312167857,102.32228671389107,83.59953059509567,80.96209211134834,85.29819860559746,85.62718455786926,86.47990183856359,85.46331080194294,81.80721598379195,86.14443101215662
16,107.60419303829,99.19660272783554,95.23770611826784,98.81563169548812,109.0825755674157,96.84061941621118,100.25745696252496,106.90175017596172,103.65367211910551,100.4756784163902,104.603999273038,99.73559502697468,100.57068700186808,103.94378824595378,99.936338149642,102.7433907748658,81.24320608270229,78.66340375048307,81.73390486069295,83.25851088004094,83.37572511193041,82.45075231991353,79.5514342554411,83.17818437177475
17,108.94475134172885,99.30079857285156,92.47186458986677,98.89849068658673,110.41446845554123,94.09417325390572,100.177060973076,107.96408986590023,103.74611240691635,100.52284255413711,104.72739111020141,99.68084265100524,100.60799498835482,103.81037594582384,99.94934024667386,102.858423118152,79.20956148987082,76.57981747878559,78.45607342321918,80.9223807642883,80.46347290613754,79.58271119901829,77.59707395400332,80.22266117364019
18,107.08590925960085,98.06991385078213,91.64681998911554,97.71242162766086,108.47070656248931,93.05539201210657,98.6899743404585,106.19952750124857,105.40846609099795,102.1126442373935,106.60919434425531,101.05929682755956,102.26015100602793,105.49147273554085,101.46061225013798,104.44784700959706,75.10023869252375,72.59301687497019,75.35510608419824,78.9284119514671,77.7511333734523,77.04245605041777,73.74051357555156,77.50210037756185
19,106.11502630704514,97.14271294269669,89.92310071117117,96.99548103392891,107.45814450104237,91.2453782830768,97.68607984848705,105.26757871908235,105.34173763768065,101.4815854998682,106.66927203587456,100.26373225640856,101.41923942515714,105.3296141686938,100.73187151772184,104.385208520609,74.50950742313026,71.9057993724763,73.707759229942,77.81120997794669,76.24174780143993,75.70673195609301,73.15484472948812,76.04435176776913
20,106.9903303308673,97.69318966873982,91.34812942493656,97.79664209228953,108.65156922483169,92.86237722796,98.2260161812868,106.3134168509225,104.66076862860136,100.32653801121923,106.16385749386309,98.97010099407015,99.96427794670444,104.58980329778565,99.45246385570354,103.87749553936632,74.2312019188929,71.58455574967617,75.4844632470502,79.78390970954791,78.07048009783706,77.59927069741892,72.91947272797876,78.03655276149834
21,104.25186244269598,98.46236283616591,93.95936310788817,98.55360258611401,106.034076170678,95.47842673709116,98.92057982623598,104.11990287129422,104.49242300947394,100.3940344056324,106.13380506383983,99.065598749902,99.8916714800256,104.36014772044287,99.49405081816342,103.841920305396,73.79641638076696,71.25349195273408,77.16792301065314,81.30081047176523,79.63861672950407,79.13572993431283,72.5634833435506,79.8001550246512
22,107.28396804096444,100.36225537097867,96.26731123996008,100.70134774981405,109.39893149408712,98.33632159697224,101.00315867268257,107.12158933917186,103.49492772354604,99.49481475409405,105.17159176226966,98.23020687942312,98.84671105777052,103.18593367196712,98.64227490414244,102.8691925441353,77.77356785060701,75.06565880449982,80.64598918638268,84.53896020305342,83.00058780733652,82.34744387095199,76.42380146874095,83.39694786160527
23,110.87229608301298,102.35901046315176,98.0749523316814,103.13137018196859,113.56382874309527,100.77110697777277,103.403043220161,110.66967340912358,103.51787471923582,99.26977415566576,105.23570446533284,97.99687547343248,98.44108255006357,103.20353078058108,98.41576500540464,102.8734959577782,78.39046211282636,75.57711673282665,81.67913919114339,85.61072988303437,84.0676151790808,83.36711189488324,77.06758383237441,84.56309686295401
24,109.12386501398805,99.1389366287182,98.15235101624798,99.58968888864395,111.72431164007486,100.68437642342964,99.89830063426838,109.10160577909195,103.92188730052516,99.71199408121821,105.67287791687164,98.45134614621185,98.83983831426072,103.72681423747184,98.88521799073263,103.34106538162264,75.92772733039638,72.99044107358044,79.36962641424284,83.50902446433405,81.83843975350842,81.13884488760291,74.81230819168667,82.34404177709456
25,109.92662040661018,100.11636608317028,100.20965411013151,100.91847979399843,112.58147190177161,102.96108193530685,101.19916064940722,110.00754150818706,104.11253108691562,99.63545718072534,105.84690223163143,98.5128748089604,98.74649552738596,103.97961158900968,98.84005783311622,103.48864185317692,76.9314000719178,74.17870791986869,81.39076349199853,85.39788066918034,83.92609284588634,82.98953314784055,75.84707051812686,84.31617566094201
26,111.3392713471518,100.20128418951448,102.52756399210779,101.37135074477852,114.1068797860718,105.36905541373636,101.5803830583091,111.62363198966152,104.32810936773748,100.21261755324942,106.02064127244464,99.32644624618631,99.46371337113344,104.3950528364777,99.48326196213912,103.74811849389252,77.6722153999922,75.05958116388433,80.96248181775293,84.72278973764308,83.33515893448032,82.30943249099326,76.54893963527843,83.65613317859805
27,111.79794631007601,100.21613935582813,102.96225116515787,101.77474395926632,114.58206717754507,105.72275900845136,101.88693586836963,112.24720401620844,104.34685816100107,100.50128217964495,106.03445007013694,99.84977953133637,99.9769366212431,104.62590296603165,99.83225060437164,103.81353974535072,77.7647043844636,75.43578834203902,82.32583076258109,86.12564479260332,84.75274156172439,83.58512670135468,76.69145517193398,85.05691770205522
28,115.63429334696995,100.39659542580866,105.82168248789719,102.44217660248816,118.55389569702187,108.54781847460974,102.24222161805557,115.91015297508291,103.67892503561944,99.69174362997722,105.30932624466642,99.1739354971497,99.13751996468012,103.97021399768104,99.20089918351745,103.18349750737123,79.64239320447255,77.64177180007357,85.14935765299016,89.01795996506954,87.8223481068863,86.3875015306021,78.60897440039588,87.95105333275227
29,114.06914926523096,100.79270548878449,106.24498988869871,102.74214190323812,117.0360584971998,108.81626904937806,102.48005047800524,114.59167661495412,103.86150383809375,100.09246985621185,105.38884573918344,99.74760244569583,99.79591421613364,104.34199742425751,99.80845110740162,103.52439648468157,80.46781350942204,78.73544228290494,87.55732820313429,91.56187720017437,90.48183206307785,88.78028246414341,79.51502243362447,90.58944358640343
30,114.98609647362366,100.41083986540069,107.523783456645,102.47132483279202,117.9356146982712,109.99595250547678,102.16295656445685,115.49937071734804,103.6014993403672,100.37428178943905,105.07720651385763,100.10291667332277,100.13352636749391,104.24541433232952,100.21151749580513,103.26847483833492,77.39291253549986,75.20183028000507,82.37992000141465,86.42426223510836,85.10040168471714,83.32683607339699,76.57438284671403,85.42286247986223
31,113.76992133417444,100.52518500719508,107.69639072892588,102.45434740149945,116.64112929729815,110.17480458846863,102.34498821334148,114.58111873107973,103.79892400478344,101.34075871258992,105.30491761173192,101.1701261979143,101.31427496763024,104.56308144705945,101.30313417448488,103.53791573573612,75.25747123308393,72.48834683709345,78.26759036269384,82.277338493701,80.73211263060496,79.0501847781661,74.47693501685735,81.2777078872723
32,114.77775307191116,100.75788259975452,108.21564668516541,102.8571382114921,117.59316748180305,110.75215997640137,102.83574224097677,115.592654215803,103.22253095086779,100.63961159875204,104.80452667033856,100.54208711034045,100.55894575576141,104.0135710573275,100.58298504108535,102.92612328743071,74.984957769321,72.04742310466716,77.9574734080623,82.04814168291226,80.46621055417829,78.7810116894111,74.15925755835411,81.1714703519676
33,113.68946098491392,98.8976091884099,105.86853201191542,100.69780986263297,116.74507514142452,108.41005196676836,100.67053413296732,114.51224527802731,103.93325182950417,101.38835533928305,105.4517729750584,101.39149419205508,101.41516332219123,104.86411549458063,101.26994625813222,103.57677296660415,72.38863835429194,69.2319484955386,73.51256647154473,77.52880869490241,75.74282913200881,74.22891195415458,71.60032433858619,76.40276808814696
